Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Value LCU,Value USD
BGR,Bulgaria,2019,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,255840000.0,146440000.0
BGR,Bulgaria,2019,17-18,Manufacture of paper products and printing,Current prices,654190000.0,374450000.0
BGR,Bulgaria,2019,19,Manufacture of coke and refined petroleum products,Current prices,344850000.0,197390000.0
BGR,Bulgaria,2019,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,1215980000.0,696030000.0
BGR,Bulgaria,2019,22,Manufacture of rubber and plastics products,Current prices,915170000.0,523840000.00000006
BGR,Bulgaria,2019,23,Manufacture of other non-metallic mineral products,Current prices,966760000.0,553370000.0
BGR,Bulgaria,2019,24,Manufacture of basic metals,Current prices,995660000.0,569910000.0
BGR,Bulgaria,2019,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,4323850000.0,2474950000.0
BGR,Bulgaria,2019,29-30,Manufacture of transport equipment,Current prices,729660000.0,417660000.0
BGR,Bulgaria,2019,31-32,"Manufacture of furniture, other manufacturing",Current prices,1012160000.0,579360000.0
BGR,Bulgaria,2020,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,2793170000.0,1627410000.0
BGR,Bulgaria,2020,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1408120000.0,820420000.0
BGR,Bulgaria,2020,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,251160000.0,146330000.0
BGR,Bulgaria,2020,17-18,Manufacture of paper products and printing,Current prices,591190000.0,344450000.0
BGR,Bulgaria,2020,19,Manufacture of coke and refined petroleum products,Current prices,-135040000.0,-78680000.0
BGR,Bulgaria,2020,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,1375190000.0,801240000.0
BGR,Bulgaria,2020,22,Manufacture of rubber and plastics products,Current prices,1046460000.0,609710000.0
BGR,Bulgaria,2020,23,Manufacture of other non-metallic mineral products,Current prices,1008720000.0,587720000.0
BGR,Bulgaria,2020,24,Manufacture of basic metals,Current prices,874920000.0,509760000.0
BGR,Bulgaria,2020,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,3854470000.0,2245760000.0
BGR,Bulgaria,2020,29-30,Manufacture of transport equipment,Current prices,888610000.0,517740000.0
BGR,Bulgaria,2020,31-32,"Manufacture of furniture, other manufacturing",Current prices,788320000.0,459310000.0
KHM,Cambodia,2000,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,327615970000.0,85300000.0
KHM,Cambodia,2000,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,2673162000000.0,696000000.0
KHM,Cambodia,2000,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,359878280000.0,93700000.0
KHM,Cambodia,2000,17-18,Manufacture of paper products and printing,Current prices,43784550000.0,11400000.0
KHM,Cambodia,2000,19,Manufacture of coke and refined petroleum products,Current prices,38023430000.0,9900000.0
KHM,Cambodia,2000,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,39943800000.0,10400000.0
KHM,Cambodia,2000,22,Manufacture of rubber and plastics products,Current prices,41864180000.0,10900000.0
KHM,Cambodia,2000,23,Manufacture of other non-metallic mineral products,Current prices,25733020000.0,6700000.0
KHM,Cambodia,2000,24,Manufacture of basic metals,Current prices,25348950000.0,6600000.0
KHM,Cambodia,2000,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,331456720000.0,86300000.0
KHM,Cambodia,2000,29-30,Manufacture of transport equipment,Current prices,162463720000.0,42300000.0
KHM,Cambodia,2001,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,364219000000.0,93000000.0
KHM,Cambodia,2001,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,2976413250000.0,760000000.0
KHM,Cambodia,2001,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,399074380000.0,101900000.0
KHM,Cambodia,2001,17-18,Manufacture of paper products and printing,Current prices,48954170000.0,12500000.0
KHM,Cambodia,2001,19,Manufacture of coke and refined petroleum products,Current prices,41904770000.0,10700000.0
KHM,Cambodia,2001,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,44254570000.0,11300000.0
KHM,Cambodia,2001,22,Manufacture of rubber and plastics products,Current prices,46604370000.0,11900000.0
KHM,Cambodia,2001,23,Manufacture of other non-metallic mineral products,Current prices,28197600000.0,7200000.0
KHM,Cambodia,2001,24,Manufacture of basic metals,Current prices,28197600000.0,7200000.0
KHM,Cambodia,2001,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,364219000000.0,93000000.0
KHM,Cambodia,2001,29-30,Manufacture of transport equipment,Current prices,179759700000.0,45900000.0
KHM,Cambodia,2002,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,390817120000.0,99900000.0
KHM,Cambodia,2002,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,3189521500000.0,815300000.0
KHM,Cambodia,2002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,409203910000.0,104600000.0
KHM,Cambodia,2002,17-18,Manufacture of paper products and printing,Current prices,52421920000.0,13400000.0
KHM,Cambodia,2002,19,Manufacture of coke and refined petroleum products,Current prices,44988960000.0,11500000.0
KHM,Cambodia,2002,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,47336210000.0,12100000.0
KHM,Cambodia,2002,22,Manufacture of rubber and plastics products,Current prices,49683460000.0,12700000.0
KHM,Cambodia,2002,23,Manufacture of other non-metallic mineral products,Current prices,30514250000.0,7800000.0
KHM,Cambodia,2002,24,Manufacture of basic metals,Current prices,32079080000.0,8199999.999999999
KHM,Cambodia,2002,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,404118220000.0,103300000.0
KHM,Cambodia,2002,29-30,Manufacture of transport equipment,Current prices,192865700000.0,49300000.0
KHM,Cambodia,2003,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,429517340000.0,108100000.0
KHM,Cambodia,2003,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,3519181250000.0,885700000.0
KHM,Cambodia,2003,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,453754660000.0,114200000.0
KHM,Cambodia,2003,17-18,Manufacture of paper products and printing,Current prices,57613330000.0,14500000.0
KHM,Cambodia,2003,19,Manufacture of coke and refined petroleum products,Current prices,49666670000.0,12500000.0
KHM,Cambodia,2003,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,52845330000.0,13300000.0
KHM,Cambodia,2003,22,Manufacture of rubber and plastics products,Current prices,55229330000.0,13900000.0
KHM,Cambodia,2003,23,Manufacture of other non-metallic mineral products,Current prices,33773330000.0,8500000.0
KHM,Cambodia,2003,24,Manufacture of basic metals,Current prices,31786670000.0,8000000.0
KHM,Cambodia,2003,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,463688000000.0,116700000.0
KHM,Cambodia,2003,29-30,Manufacture of transport equipment,Current prices,213368000000.0,53700000.0
KHM,Cambodia,2004,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,501228000000.0,124800000.0
KHM,Cambodia,2004,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,4065650000000.0,1012300000.0
KHM,Cambodia,2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,482753250000.0,120200000.0
KHM,Cambodia,2004,17-18,Manufacture of paper products and printing,Current prices,66268119999.99999,16500000.0
KHM,Cambodia,2004,19,Manufacture of coke and refined petroleum products,Current prices,57432380000.0,14300000.0
KHM,Cambodia,2004,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,60243750000.0,15000000.0
KHM,Cambodia,2004,22,Manufacture of rubber and plastics products,Current prices,63456750000.0,15800000.0
KHM,Cambodia,2004,23,Manufacture of other non-metallic mineral products,Current prices,38556000000.0,9600000.0
KHM,Cambodia,2004,24,Manufacture of basic metals,Current prices,42170620000.0,10500000.0
KHM,Cambodia,2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,520104380000.0,129500000.0
KHM,Cambodia,2004,29-30,Manufacture of transport equipment,Current prices,246597750000.0,61400000.0
KHM,Cambodia,2005,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,599960500000.0,146600000.0
KHM,Cambodia,2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,4915092500000.0,1201000000.0
KHM,Cambodia,2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,538163750000.0,131500000.0
KHM,Cambodia,2005,17-18,Manufacture of paper products and printing,Current prices,80622250000.0,19700000.0
KHM,Cambodia,2005,19,Manufacture of coke and refined petroleum products,Current prices,69163250000.0,16900000.0
KHM,Cambodia,2005,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,73665000000.0,18000000.0
KHM,Cambodia,2005,22,Manufacture of rubber and plastics products,Current prices,76529750000.0,18700000.0
KHM,Cambodia,2005,23,Manufacture of other non-metallic mineral products,Current prices,46654500000.0,11400000.0
KHM,Cambodia,2005,24,Manufacture of basic metals,Current prices,43789750000.0,10700000.0
KHM,Cambodia,2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,622060000000.0,152000000.0
KHM,Cambodia,2005,29-30,Manufacture of transport equipment,Current prices,290567500000.0,71000000.0
KHM,Cambodia,2006,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,652416750000.0,159000000.0
KHM,Cambodia,2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,5179532500000.0,1262300000.0
KHM,Cambodia,2006,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,704117690000.0,171600000.0
KHM,Cambodia,2006,17-18,Manufacture of paper products and printing,Current prices,98067670000.0,23900000.0
KHM,Cambodia,2006,19,Manufacture of coke and refined petroleum products,Current prices,110787750000.0,27000000.0
KHM,Cambodia,2006,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,114891000000.0,28000000.0
KHM,Cambodia,2006,22,Manufacture of rubber and plastics products,Current prices,120635550000.0,29400000.0
KHM,Cambodia,2006,23,Manufacture of other non-metallic mineral products,Current prices,54162900000.0,13200000.0
KHM,Cambodia,2006,24,Manufacture of basic metals,Current prices,30364050000.0,7400000.0
KHM,Cambodia,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,706990000000.0,172300000.0
KHM,Cambodia,2006,29-30,Manufacture of transport equipment,Current prices,340159440000.0,82900000.0
KHM,Cambodia,2007,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,803121000000.0,198000000.0
KHM,Cambodia,2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,5704593000000.0,1406400000.0
KHM,Cambodia,2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,791763750000.0,195200000.0
KHM,Cambodia,2007,17-18,Manufacture of paper products and printing,Current prices,113978280000.0,28100000.0
KHM,Cambodia,2007,19,Manufacture of coke and refined petroleum products,Current prices,132636660000.0,32700000.000000004
KHM,Cambodia,2007,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,135070340000.0,33299999.999999996
KHM,Cambodia,2007,22,Manufacture of rubber and plastics products,Current prices,143993920000.0,35500000.0
KHM,Cambodia,2007,23,Manufacture of other non-metallic mineral products,Current prices,63681820000.0,15700000.0
KHM,Cambodia,2007,24,Manufacture of basic metals,Current prices,35694270000.0,8800000.0
KHM,Cambodia,2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,796225500000.0,196300000.0
KHM,Cambodia,2007,29-30,Manufacture of transport equipment,Current prices,409267220000.0,100900000.0
KHM,Cambodia,2008,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,952323750000.0,234900000.0
KHM,Cambodia,2008,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,6715727000000.0,1656500000.0
KHM,Cambodia,2008,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,975432500000.0,240600000.0
KHM,Cambodia,2008,17-18,Manufacture of paper products and printing,Current prices,137030829999.99998,33800000.0
KHM,Cambodia,2008,19,Manufacture of coke and refined petroleum products,Current prices,160139580000.0,39500000.0
KHM,Cambodia,2008,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,163382920000.0,40300000.0
